block,year,month,to_change,constraint_begin,constraint_end,TOT_PR,time
25,1999,7,0,,,0.0022891178,1999-07-19 07:00:00
26,1999,7,0,,,0.008696681,1999-07-05 21:00:00
27,1999,7,0,,,0.003206102,1999-07-05 21:00:00
28,1999,7,0,,,0.0017628768,1999-07-28 15:00:00
29,1999,7,0,,,0.0025342563,1999-07-04 22:00:00
0,1999,8,0,,,0.0040200707,1999-08-16 12:00:00
1,1999,8,0,,,0.0017821307,1999-08-10 03:00:00
2,1999,8,0,,,0.0022294093,1999-08-16 12:00:00
3,1999,8,0,,,0.0024956008,1999-08-06 14:00:00
4,1999,8,0,,,0.005966859,1999-08-16 18:00:00
5,1999,8,0,,,0.005366798,1999-08-10 14:00:00
6,1999,8,0,,,0.0015627492,1999-08-08 04:00:00
7,1999,8,0,,,0.0017160022,1999-08-10 01:00:00
8,1999,8,0,,,0.0018940382,1999-08-16 14:00:00
9,1999,8,0,,,0.0016187688,1999-08-16 16:00:00
10,1999,8,0,,,0.002932821,1999-08-16 16:00:00
11,1999,8,0,,,0.0033973462,1999-08-16 18:00:00
12,1999,8,0,,,0.0021211293,1999-08-06 20:00:00
13,1999,8,0,,,0.0034433587,1999-08-06 21:00:00
14,1999,8,0,,,0.0026221033,1999-08-07 03:00:00
15,1999,8,0,,,0.0058045997,1999-08-06 22:00:00
16,1999,8,0,,,0.0022185901,1999-08-10 03:00:00
17,1999,8,0,,,0.0023656115,1999-08-10 05:00:00
18,1999,8,0,,,0.0027270392,1999-08-06 17:00:00
19,1999,8,0,,,0.0018440903,1999-08-10 00:00:00
20,1999,8,0,,,0.0040662945,1999-08-06 20:00:00
21,1999,8,0,,,0.004283595,1999-08-06 21:00:00
22,1999,8,0,,,0.0020981855,1999-08-10 02:00:00
23,1999,8,0,,,0.0040032263,1999-08-06 23:00:00
24,1999,8,0,,,0.0018185736,1999-08-18 16:00:00
25,1999,8,0,,,0.0018827745,1999-08-06 18:00:00
26,1999,8,0,,,0.0035940064,1999-08-06 18:00:00
27,1999,8,0,,,0.0038931184,1999-08-06 18:00:00
28,1999,8,0,,,0.002794414,1999-08-10 02:00:00
29,1999,8,0,,,0.004183005,1999-08-10 00:00:00
0,2000,6,0,,,0.0014551003,2000-06-05 16:00:00
1,2000,6,0,,,0.0017188479,2000-06-05 16:00:00
2,2000,6,0,,,0.0015290699,2000-06-09 22:00:00
3,2000,6,0,,,0.0047757095,2000-06-10 16:00:00
4,2000,6,0,,,0.0027288226,2000-06-10 18:00:00
5,2000,6,0,,,0.0028805095,2000-06-10 17:00:00
6,2000,6,0,,,0.00086044293,2000-06-09 14:00:00
7,2000,6,0,,,0.0015318624,2000-06-05 17:00:00
8,2000,6,0,,,0.0011835289,2000-06-05 18:00:00
9,2000,6,0,,,0.0018549678,2000-06-10 18:00:00
10,2000,6,0,,,0.0017001092,2000-06-10 19:00:00
11,2000,6,0,,,0.0012481115,2000-06-10 20:00:00
12,2000,6,0,,,0.0012142947,2000-06-09 15:00:00
13,2000,6,0,,,0.0011090543,2000-06-09 17:00:00
14,2000,6,0,,,0.0017033229,2000-06-05 14:00:00
15,2000,6,0,,,0.0021031199,2000-06-28 06:00:00
16,2000,6,0,,,0.0019506721,2000-06-28 07:00:00
17,2000,6,0,,,0.0014722348,2000-06-28 08:00:00
18,2000,6,0,,,0.00080861524,2000-06-11 16:00:00
19,2000,6,0,,,0.002122148,2000-06-05 11:00:00
20,2000,6,0,,,0.0029293466,2000-06-05 12:00:00
21,2000,6,0,,,0.002023843,2000-06-05 15:00:00
22,2000,6,0,,,0.0011308201,2000-06-05 16:00:00
23,2000,6,0,,,0.0015327598,2000-06-03 18:00:00
24,2000,6,0,,,0.0010334174,2000-06-21 13:00:00
25,2000,6,0,,,0.0014511049,2000-06-09 19:00:00
26,2000,6,0,,,0.0013916497,2000-06-05 12:00:00
27,2000,6,0,,,0.0011652249,2000-06-05 13:00:00
28,2000,6,0,,,0.0019053651,2000-06-05 16:00:00
29,2000,6,0,,,0.0023647905,2000-06-05 17:00:00
0,2000,7,0,,,0.0024911454,2000-07-28 00:00:00
1,2000,7,0,,,0.0028666244,2000-07-03 18:00:00
2,2000,7,0,,,0.0016475341,2000-07-24 18:00:00
3,2000,7,0,,,0.0018436038,2000-07-24 20:00:00
4,2000,7,0,,,0.0058059352,2000-07-04 05:00:00
5,2000,7,0,,,0.0020533632,2000-07-10 16:00:00
6,2000,7,0,,,0.0015648585,2000-07-25 15:00:00
7,2000,7,0,,,0.002959008,2000-07-03 18:00:00
8,2000,7,0,,,0.0029312817,2000-07-03 18:00:00
9,2000,7,0,,,0.0017583511,2000-07-28 02:00:00
10,2000,7,0,,,0.0042464305,2000-07-03 20:00:00
11,2000,7,0,,,0.0031441278,2000-07-24 22:00:00
12,2000,7,0,,,0.00238972,2000-07-03 15:00:00
13,2000,7,0,,,0.0037496078,2000-07-25 16:00:00
14,2000,7,0,,,0.0028217717,2000-07-03 16:00:00
15,2000,7,0,,,0.002561497,2000-07-07 15:00:00
16,2000,7,0,,,0.0037163107,2000-07-03 17:00:00
17,2000,7,0,,,0.0040223715,2000-07-03 20:00:00
18,2000,7,0,,,0.0016685701,2000-07-25 16:00:00
19,2000,7,0,,,0.003098624,2000-07-07 13:00:00
20,2000,7,0,,,0.0036111337,2000-07-03 04:00:00
21,2000,7,0,,,0.0036102848,2000-07-03 17:00:00
22,2000,7,0,,,0.0025586705,2000-07-25 18:00:00
23,2000,7,0,,,0.0059729046,2000-07-03 18:00:00
24,2000,7,0,,,0.0058814334,2000-07-02 18:00:00
25,2000,7,0,,,0.00682968,2000-07-02 19:00:00
26,2000,7,0,,,0.0020311247,2000-07-03 04:00:00
27,2000,7,0,,,0.0041661314,2000-07-02 20:00:00
28,2000,7,0,,,0.005463737,2000-07-03 05:00:00
29,2000,7,0,,,0.002627246,2000-07-25 19:00:00
0,2000,8,0,,,0.004575918,2000-08-21 21:00:00
1,2000,8,0,,,0.0033309325,2000-08-02 12:00:00
2,2000,8,0,,,0.0017520698,2000-08-18 13:00:00
3,2000,8,0,,,0.0021863629,2000-08-03 17:00:00
4,2000,8,0,,,0.0041267164,2000-08-03 07:00:00
5,2000,8,0,,,0.0027787369,2000-08-03 08:00:00
6,2000,8,0,,,0.0037328405,2000-08-21 17:00:00
7,2000,8,0,,,0.00197879,2000-08-21 22:00:00
8,2000,8,0,,,0.0034328501,2000-08-21 22:00:00
9,2000,8,0,,,0.0025110585,2000-08-18 13:00:00
10,2000,8,0,,,0.0020175413,2000-08-04 18:00:00
11,2000,8,0,,,0.0032072957,2000-08-02 14:00:00
12,2000,8,0,,,0.004684487,2000-08-02 05:00:00
13,2000,8,0,,,0.0047981646,2000-08-21 17:00:00
14,2000,8,0,,,0.0052005863,2000-08-21 22:00:00
15,2000,8,0,,,0.0038599223,2000-08-26 15:00:00
16,2000,8,0,,,0.0017528917,2000-08-05 15:00:00
17,2000,8,0,,,0.0015959368,2000-08-18 15:00:00
18,2000,8,0,,,0.002960861,2000-08-26 23:00:00
19,2000,8,0,,,0.0039520133,2000-08-21 17:00:00
20,2000,8,0,,,0.0063992674,2000-08-21 18:00:00
21,2000,8,0,,,0.002957543,2000-08-21 23:00:00
22,2000,8,0,,,0.0034382697,2000-08-21 23:00:00
23,2000,8,0,,,0.0036692033,2000-08-22 00:00:00
24,2000,8,0,,,0.006547125,2000-08-21 03:00:00
25,2000,8,0,,,0.0044059847,2000-08-30 03:00:00
26,2000,8,0,,,0.004393227,2000-08-21 18:00:00
27,2000,8,0,,,0.0038971852,2000-08-21 18:00:00
28,2000,8,0,,,0.0028452345,2000-08-26 16:00:00
29,2000,8,0,,,0.009370195,2000-08-22 00:00:00
0,2001,6,0,,,0.0036990137,2001-06-27 18:00:00
1,2001,6,0,,,0.0031034779,2001-06-27 16:00:00
2,2001,6,0,,,0.0021332046,2001-06-27 14:00:00
3,2001,6,0,,,0.0026243401,2001-06-11 14:00:00
4,2001,6,0,,,0.0022486881,2001-06-27 22:00:00
5,2001,6,0,,,0.0021979476,2001-06-27 18:00:00
6,2001,6,0,,,0.0012656564,2001-06-28 05:00:00
7,2001,6,0,,,0.0018086028,2001-06-06 00:00:00
8,2001,6,0,,,0.0016001264,2001-06-27 14:00:00
9,2001,6,0,,,0.002107164,2001-06-27 15:00:00
10,2001,6,0,,,0.0019406341,2001-06-27 22:00:00
11,2001,6,0,,,0.0023356073,2001-06-16 17:00:00
12,2001,6,0,,,0.001257922,2001-06-16 01:00:00
13,2001,6,0,,,0.0014994635,2001-06-27 18:00:00
14,2001,6,0,,,0.0027904278,2001-06-27 16:00:00
15,2001,6,0,,,0.0016325462,2001-06-28 09:00:00
16,2001,6,0,,,0.0028185244,2001-06-28 10:00:00
17,2001,6,0,,,0.002081668,2001-06-28 11:00:00
18,2001,6,0,,,0.0014665582,2001-06-27 22:00:00
19,2001,6,0,,,0.0026321998,2001-06-27 15:00:00
20,2001,6,0,,,0.0029343553,2001-06-27 16:00:00
21,2001,6,0,,,0.0014987485,2001-06-06 03:00:00
22,2001,6,0,,,0.0012716375,2001-06-06 07:00:00
23,2001,6,0,,,0.0023906627,2001-06-28 12:00:00
24,2001,6,0,,,0.0013855686,2001-06-15 20:00:00
25,2001,6,0,,,0.0024591703,2001-06-27 01:00:00
26,2001,6,0,,,0.0018252273,2001-06-28 00:00:00
27,2001,6,0,,,0.0017572842,2001-06-28 00:00:00
28,2001,6,0,,,0.0019911553,2001-06-06 04:00:00
29,2001,6,0,,,0.001461874,2001-06-28 12:00:00
0,2001,7,0,,,0.002357281,2001-07-30 20:00:00
1,2001,7,0,,,0.0022270188,2001-07-30 21:00:00
2,2001,7,0,,,0.0016975139,2001-07-14 13:00:00
3,2001,7,0,,,0.004252465,2001-07-15 11:00:00
5,2001,7,0,,,0.0036975886,2001-07-15 13:00:00
6,2001,7,0,,,0.0021590798,2001-07-15 00:00:00
7,2001,7,0,,,0.002603273,2001-07-04 16:00:00
8,2001,7,0,,,0.0012483104,2001-07-04 14:00:00
9,2001,7,0,,,0.0029266772,2001-07-15 11:00:00
10,2001,7,0,,,0.004633523,2001-07-15 12:00:00
11,2001,7,0,,,0.0033825436,2001-07-15 14:00:00
12,2001,7,0,,,0.0011589213,2001-07-15 01:00:00
13,2001,7,0,,,0.0026337835,2001-07-15 01:00:00
14,2001,7,0,,,0.001119718,2001-07-15 02:00:00
15,2001,7,0,,,0.0027889325,2001-07-28 15:00:00
16,2001,7,0,,,0.0029703274,2001-07-15 12:00:00
17,2001,7,0,,,0.0021897424,2001-07-15 13:00:00
18,2001,7,0,,,0.0021998722,2001-07-28 13:00:00
19,2001,7,0,,,0.0018927923,2001-07-05 18:00:00
20,2001,7,0,,,0.003011586,2001-07-15 02:00:00
21,2001,7,0,,,0.0016523812,2001-07-28 15:00:00
22,2001,7,0,,,0.0023727454,2001-07-28 15:00:00
23,2001,7,0,,,0.0027939784,2001-07-28 16:00:00
24,2001,7,0,,,0.0031380965,2001-07-28 14:00:00
25,2001,7,0,,,0.0021792909,2001-07-05 16:00:00
26,2001,7,0,,,0.0033170679,2001-07-15 02:00:00
27,2001,7,0,,,0.004390788,2001-07-15 03:00:00
28,2001,7,0,,,0.0019486458,2001-07-31 13:00:00
29,2001,7,0,,,0.007567076,2001-07-28 17:00:00
0,2001,8,0,,,0.00422089,2001-08-19 17:00:00
1,2001,8,0,,,0.0020152044,2001-08-29 20:00:00
2,2001,8,0,,,0.0022104995,2001-08-17 13:00:00
3,2001,8,0,,,0.0028579095,2001-08-04 07:00:00
4,2001,8,0,,,0.005135711,2001-08-03 16:00:00
5,2001,8,0,,,0.0040834295,2001-08-29 23:00:00
6,2001,8,0,,,0.0017439622,2001-08-03 18:00:00
7,2001,8,0,,,0.0037499492,2001-08-19 18:00:00
8,2001,8,0,,,0.0016869422,2001-08-19 17:00:00
9,2001,8,0,,,0.001843479,2001-08-17 15:00:00
10,2001,8,0,,,0.003798457,2001-08-04 08:00:00
11,2001,8,0,,,0.0028878378,2001-08-29 23:00:00
12,2001,8,0,,,0.0014891489,2001-08-16 18:00:00
13,2001,8,0,,,0.0035416686,2001-08-19 19:00:00
14,2001,8,0,,,0.0030005686,2001-08-29 20:00:00
15,2001,8,0,,,0.0019113993,2001-08-31 09:00:00
16,2001,8,0,,,0.00237158,2001-08-19 16:00:00
17,2001,8,0,,,0.0028943762,2001-08-04 05:00:00
18,2001,8,0,,,0.004149683,2001-08-30 03:00:00
19,2001,8,0,,,0.0020831958,2001-08-30 04:00:00
20,2001,8,0,,,0.0020642197,2001-08-30 05:00:00
21,2001,8,0,,,0.003152389,2001-08-17 10:00:00
22,2001,8,0,,,0.0023667975,2001-08-30 07:00:00
23,2001,8,0,,,0.0028147618,2001-08-03 13:00:00
24,2001,8,0,,,0.0042234217,2001-08-30 03:00:00
25,2001,8,0,,,0.0072597507,2001-08-30 04:00:00
26,2001,8,0,,,0.004892255,2001-08-30 05:00:00
27,2001,8,0,,,0.00391337,2001-08-30 06:00:00
28,2001,8,0,,,0.0031799083,2001-08-30 07:00:00
29,2001,8,0,,,0.0017991302,2001-08-30 08:00:00
0,2002,6,0,,,0.0019010785,2002-06-24 05:00:00
1,2002,6,0,,,0.002548708,2002-06-23 18:00:00
2,2002,6,0,,,0.0013582854,2002-06-28 07:00:00
3,2002,6,0,,,0.0044544195,2002-06-05 00:00:00
4,2002,6,0,,,0.0029425945,2002-06-05 01:00:00
5,2002,6,0,,,0.0025762597,2002-06-05 01:00:00
6,2002,6,0,,,0.005118424,2002-06-24 05:00:00
7,2002,6,0,,,0.003860267,2002-06-24 06:00:00
8,2002,6,0,,,0.002399615,2002-06-24 07:00:00
9,2002,6,0,,,0.0037786895,2002-06-05 06:00:00
10,2002,6,0,,,0.0033646217,2002-06-05 12:00:00
11,2002,6,0,,,0.0021398833,2002-06-05 01:00:00
12,2002,6,0,,,0.0023749766,2002-06-24 03:00:00
13,2002,6,0,,,0.0023284531,2002-06-24 03:00:00
14,2002,6,0,,,0.0022965334,2002-06-24 06:00:00
15,2002,6,0,,,0.002568386,2002-06-23 20:00:00
16,2002,6,0,,,0.001917305,2002-06-19 17:00:00
17,2002,6,0,,,0.0022149086,2002-06-24 08:00:00
18,2002,6,0,,,0.0021521505,2002-06-04 22:00:00
19,2002,6,0,,,0.0012905912,2002-06-08 20:00:00
20,2002,6,0,,,0.0021821968,2002-06-23 19:00:00
21,2002,6,0,,,0.0047389455,2002-06-23 20:00:00
22,2002,6,0,,,0.0020477057,2002-06-23 20:00:00
23,2002,6,0,,,0.0030019374,2002-06-23 21:00:00
24,2002,6,0,,,0.003009919,2002-06-04 22:00:00
25,2002,6,0,,,0.0028600662,2002-06-05 00:00:00
26,2002,6,0,,,0.0012003718,2002-06-04 19:00:00
27,2002,6,0,,,0.0027396975,2002-06-23 20:00:00
28,2002,6,0,,,0.0035868052,2002-06-24 06:00:00
29,2002,6,0,,,0.010958072,2002-06-23 21:00:00
0,2002,7,0,,,0.002067129,2002-07-10 07:00:00
1,2002,7,0,,,0.0014709308,2002-07-06 04:00:00
2,2002,7,0,,,0.0013743525,2002-07-06 05:00:00
3,2002,7,0,,,0.0020236531,2002-07-31 22:00:00
4,2002,7,0,,,0.0031381086,2002-07-03 20:00:00
5,2002,7,0,,,0.0035488952,2002-07-13 11:00:00
6,2002,7,0,,,0.0025232981,2002-07-10 04:00:00
7,2002,7,0,,,0.0023882007,2002-07-10 08:00:00
8,2002,7,0,,,0.0017046501,2002-07-06 05:00:00
9,2002,7,0,,,0.0018163502,2002-07-06 06:00:00
10,2002,7,0,,,0.0028968367,2002-07-03 18:00:00
11,2002,7,0,,,0.002726153,2002-07-13 17:00:00
12,2002,7,0,,,0.003243585,2002-07-10 04:00:00
13,2002,7,0,,,0.0033979488,2002-07-10 05:00:00
14,2002,7,0,,,0.0017319903,2002-07-15 11:00:00
15,2002,7,0,,,0.0019497848,2002-07-31 07:00:00
16,2002,7,0,,,0.0018580542,2002-07-21 07:00:00
17,2002,7,0,,,0.0026387037,2002-07-03 18:00:00
18,2002,7,0,,,0.003956435,2002-07-21 02:00:00
19,2002,7,0,,,0.0019476122,2002-07-10 05:00:00
20,2002,7,0,,,0.002166527,2002-07-15 13:00:00
21,2002,7,0,,,0.0019197059,2002-07-15 11:00:00
22,2002,7,0,,,0.0016607709,2002-07-15 09:00:00
23,2002,7,0,,,0.0023587062,2002-07-15 17:00:00
24,2002,7,0,,,0.0015786999,2002-07-09 20:00:00
25,2002,7,0,,,0.004359831,2002-07-21 02:00:00
26,2002,7,0,,,0.0023968227,2002-07-10 06:00:00
28,2002,7,0,,,0.0013798892,2002-07-16 00:00:00
29,2002,7,0,,,0.0045325416,2002-07-15 17:00:00
0,2002,8,0,,,0.0023361694,2002-08-03 18:00:00
1,2002,8,0,,,0.0021878402,2002-08-11 21:00:00
2,2002,8,0,,,0.0011379617,2002-08-03 14:00:00
3,2002,8,0,,,0.0036486445,2002-08-30 23:00:00
4,2002,8,0,,,0.002946907,2002-08-31 01:00:00
5,2002,8,0,,,0.0037112476,2002-08-04 02:00:00
6,2002,8,0,,,0.0019301035,2002-08-21 03:00:00
7,2002,8,0,,,0.0018802828,2002-08-11 16:00:00
8,2002,8,0,,,0.0018715513,2002-08-11 22:00:00
9,2002,8,0,,,0.0018467096,2002-08-11 23:00:00
10,2002,8,0,,,0.0015800304,2002-08-01 00:00:00
11,2002,8,0,,,0.0021646174,2002-08-04 02:00:00
12,2002,8,0,,,0.0025561855,2002-08-11 19:00:00
13,2002,8,0,,,0.001683727,2002-08-03 19:00:00
14,2002,8,0,,,0.002220637,2002-08-04 03:00:00
15,2002,8,0,,,0.0015782112,2002-08-11 21:00:00
16,2002,8,0,,,0.0025681877,2002-08-11 23:00:00
17,2002,8,0,,,0.0030061388,2002-08-12 01:00:00
18,2002,8,0,,,0.0022952217,2002-08-11 07:00:00
19,2002,8,0,,,0.0022727586,2002-08-27 14:00:00
20,2002,8,0,,,0.003222359,2002-08-03 20:00:00
21,2002,8,0,,,0.0022001315,2002-08-03 21:00:00
22,2002,8,0,,,0.0016617568,2002-08-27 16:00:00
23,2002,8,0,,,0.0026800567,2002-08-11 23:00:00
24,2002,8,0,,,0.0017206076,2002-08-11 07:00:00
25,2002,8,0,,,0.0022565925,2002-08-27 15:00:00
26,2002,8,0,,,0.002635433,2002-08-11 02:00:00
27,2002,8,0,,,0.0023473678,2002-08-03 21:00:00
28,2002,8,0,,,0.0025002707,2002-08-03 22:00:00
29,2002,8,0,,,0.0030880375,2002-08-03 17:00:00
0,2003,6,0,,,0.0033359514,2003-06-12 14:00:00
1,2003,6,0,,,0.0026748483,2003-06-12 15:00:00
2,2003,6,0,,,0.0017756844,2003-06-28 15:00:00
3,2003,6,0,,,0.0021743195,2003-06-15 18:00:00
6,2003,6,0,,,0.0024097865,2003-06-12 14:00:00
7,2003,6,0,,,0.004146519,2003-06-12 15:00:00
8,2003,6,0,,,0.004624014,2003-06-12 16:00:00
9,2003,6,0,,,0.0018722144,2003-06-28 16:00:00
10,2003,6,0,,,0.0017205586,2003-06-06 00:00:00
11,2003,6,0,,,0.0019603476,2003-06-14 14:00:00
12,2003,6,0,,,0.00443304,2003-06-05 17:00:00
13,2003,6,0,,,0.0026201284,2003-06-12 14:00:00
14,2003,6,0,,,0.0017667157,2003-06-25 19:00:00
15,2003,6,0,,,0.0033733272,2003-06-12 16:00:00
16,2003,6,0,,,0.0023181404,2003-06-12 17:00:00
17,2003,6,0,,,0.0032092007,2003-06-12 17:00:00
18,2003,6,0,,,0.002775726,2003-06-12 13:00:00
19,2003,6,0,,,0.0056275125,2003-06-12 14:00:00
20,2003,6,0,,,0.003415928,2003-06-05 19:00:00
21,2003,6,0,,,0.003061254,2003-06-05 20:00:00
22,2003,6,0,,,0.002554438,2003-06-05 22:00:00
23,2003,6,0,,,0.002757335,2003-06-05 23:00:00
24,2003,6,0,,,0.003098971,2003-06-22 15:00:00
25,2003,6,0,,,0.0076570245,2003-06-12 14:00:00
26,2003,6,0,,,0.0032309846,2003-06-05 19:00:00
27,2003,6,0,,,0.0061770347,2003-06-22 17:00:00
28,2003,6,0,,,0.00411161,2003-06-05 21:00:00
29,2003,6,0,,,0.0076642856,2003-06-05 22:00:00
0,2003,7,0,,,0.0037642473,2003-07-24 04:00:00
1,2003,7,0,,,0.004337957,2003-07-22 17:00:00
2,2003,7,0,,,0.002677246,2003-07-27 11:00:00
3,2003,7,0,,,0.0016799769,2003-07-22 18:00:00
4,2003,7,0,,,0.0042531285,2003-07-01 15:00:00
5,2003,7,0,,,0.0045851446,2003-07-01 16:00:00
6,2003,7,0,,,0.0015501835,2003-07-16 15:00:00
7,2003,7,0,,,0.0030347346,2003-07-16 15:00:00
8,2003,7,0,,,0.0028690451,2003-07-16 16:00:00
9,2003,7,0,,,0.002685255,2003-07-21 13:00:00
10,2003,7,0,,,0.0036280388,2003-07-23 22:00:00
11,2003,7,0,,,0.002877613,2003-07-01 16:00:00
12,2003,7,0,,,0.0015079373,2003-07-27 14:00:00
13,2003,7,0,,,0.0021934893,2003-07-16 16:00:00
14,2003,7,0,,,0.0028900662,2003-07-16 16:00:00
15,2003,7,0,,,0.0037762048,2003-07-27 16:00:00
16,2003,7,0,,,0.0021846548,2003-07-21 14:00:00
17,2003,7,0,,,0.0021698964,2003-07-01 13:00:00
18,2003,7,0,,,0.00273421,2003-07-27 08:00:00
19,2003,7,0,,,0.0029009501,2003-07-27 08:00:00
20,2003,7,0,,,0.0040031048,2003-07-16 17:00:00
21,2003,7,0,,,0.0034569658,2003-07-22 20:00:00
22,2003,7,0,,,0.0048384974,2003-07-27 17:00:00
23,2003,7,0,,,0.0033171861,2003-07-27 18:00:00
24,2003,7,0,,,0.000999339,2003-07-21 05:00:00
25,2003,7,0,,,0.0028536124,2003-07-27 08:00:00
26,2003,7,0,,,0.005575492,2003-07-27 09:00:00
27,2003,7,0,,,0.0031976309,2003-07-16 18:00:00
28,2003,7,0,,,0.0061611785,2003-07-22 21:00:00
29,2003,7,0,,,0.005231977,2003-07-16 17:00:00
0,2003,8,0,,,0.0043995427,2003-08-29 02:00:00
1,2003,8,0,,,0.002564675,2003-08-29 03:00:00
2,2003,8,0,,,0.0017149985,2003-08-29 04:00:00
3,2003,8,0,,,0.0038952078,2003-08-28 18:00:00
4,2003,8,0,,,0.0054480648,2003-08-18 00:00:00
5,2003,8,0,,,0.0042242734,2003-08-15 21:00:00
